STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
11170000906429.00,'5.3 MI NE ROCKWALL C/L',"(33.059817, -96.233525)",33.05981666666666,-96.233525,9542,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.059817,-96.233525",
11170000906430.00,'5.459 MI NE ROCKWALL C/L',"(33.061464, -96.231631)",33.06146388888889,-96.23163055555555,7396,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.061464,-96.231631",
11170000906431.00,'5.5 MI NE ROCKWALL CO LN',"(33.062206, -96.230778)",33.06220555555555,-96.23077777777776,7396,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.062206,-96.230778",
11170000908411.00,'8.5 MI S JCT SH 24 & SH50',"(33.145411, -95.965261)",33.14541111111111,-95.96526111111112,10266,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.145411,-95.965261",
11170000913462.00,'1.0 MI WEST OF SH 34',"(33.088586, -96.125372)",33.08858611111111,-96.1253722222222,20257,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.088586,-96.125372",
11170000913463.00,'Jct. of SH 34 and IH 30',"(33.0963, -96.109767)",33.0963,-96.10976666666666,19700,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.096300,-96.109767",
11170000913465.00,'Jct. of SH 34 and IH 30',"(33.096125, -96.110053)",33.096125,-96.11005277777775,19700,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.096125,-96.110053",
11170000913466.00,'JCT SH 34 & IH 30',"(33.096425, -96.109644)",33.096425,-96.10964444444444,19700,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.096425,-96.109644",
11170000913478.00,'1.0 MI WEST OF SH 34',"(33.088328, -96.125431)",33.08832777777778,-96.12543055555555,21061,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.088328,-96.125431",
11170000913495.00,'0.2 MI E Rockwall Co Line',"(32.980983, -96.293789)",32.980983333333334,-96.29378888888888,18350,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.980983,-96.293789",
11170000913496.00,'0.2 MI E Rockwall Co Line',"(32.981175, -96.293358)",32.981175,-96.29335833333332,20100,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.981175,-96.293358",
11170013506017.00,'0.2 mi. east of FM 903',"(33.138175, -96.211617)",33.138175,-96.21161666666669,11140,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.138175,-96.211617",
11170013506030.00,'8.1  MILES WEST OF US 69',"(33.151261, -96.271975)",33.15126111111111,-96.271975,6994,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.151261,-96.271975",
11170013506032.00,'8.0 MILES WEST OF US 69',"(33.151078, -96.270228)",33.15107777777778,-96.27022777777778,6994,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.151078,-96.270228",
11170013506134.00,'4.7 MILES WEST OF US 69',"(33.138047, -96.21705)",33.13804722222222,-96.21705,5199,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.138047,-96.217050",
11170013506135.00,'4.7 MILES WEST OF US 69',"(33.138333, -96.217183)",33.138333333333335,-96.21718333333334,5650,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.138333,-96.217183",
11170013506136.00,'7.0 MILES WEST OF US 69',"(33.149208, -96.254811)",33.149208333333334,-96.25481111111112,6529,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.149208,-96.254811",
11170013506137.00,'7.0 MILES WEST OF US 69',"(33.149492, -96.254725)",33.14949166666667,-96.254725,6612,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.149492,-96.254725",
11170013506138.00,'0.2 mi. West of FM 36',"(33.146506, -96.248519)",33.14650555555556,-96.24851944444444,12651,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.146506,-96.248519",
11170013507228.00,'3.1 MI W JCT US69 & US380',"(33.137622, -96.189403)",33.13762222222222,-96.1894027777778,5498,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.137622,-96.189403",
11170013507229.00,'3.1 MI W JCT US69 & US380',"(33.137269, -96.189183)",33.13726944444444,-96.18918333333332,5642,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.137269,-96.189183",
11170013507230.00,'2.2 MI W JCT US69 & US380',"(33.136908, -96.174536)",33.13690833333333,-96.17453611111112,5642,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.136908,-96.174536",
11170013507231.00,'1.0 mi. West of US 69',"(33.137025, -96.153531)",33.137025,-96.15353055555556,11140,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.137025,-96.153531",
11170013507232.00,'0.5 mi. W of US 69',"(33.139069, -96.149861)",33.139069444444445,-96.14986111111112,5498,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.139069,-96.149861",
11170013507233.00,'0.5 mi. W of US 69',"(33.138981, -96.149514)",33.138980555555555,-96.14951388888888,5642,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.138981,-96.149514",
11170013602112.00,'0.5 MI. S. SH 11',"(33.256589, -95.910197)",33.25658888888889,-95.91019722222222,9239,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.256589,-95.910197",
11170013602119.00,'1.66 MI. S. DELTA CO. LN',"(33.279047, -95.882786)",33.27904722222222,-95.8827861111111,5639,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.279047,-95.882786",
11170013602120.00,'1.54MI S OF DELTA CO LINE',"(33.27975, -95.880658)",33.27975,-95.88065833333332,5639,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.279750,-95.880658",
11170013602121.00,'0.47MI S OF DELTA CO LINE',"(33.289406, -95.866769)",33.289405555555554,-95.86676944444444,5639,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.289406,-95.866769",
11170020210046.00,'3.6 MILES N OF US 380',"(33.172086, -96.131122)",33.172086111111106,-96.13112222222222,5636,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.172086,-96.131122",
11170020301037.00,'0.3 MI SOUTH OF SPUR 302',"(33.136478, -96.106561)",33.13647777777778,-96.1065611111111,10282,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.136478,-96.106561",
11170076801012.00,'3 MI S JCT SH50/24&SH224',"(33.211956, -95.914161)",33.211955555555555,-95.91416111111111,5197,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.211956,-95.914161",
11170076801015.00,'2.7MI SJCT SH50/24&SH224',"(33.215731, -95.914128)",33.21573055555556,-95.91412777777778,5197,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.215731,-95.914128",
11170101703012.00,'2.0 MI W JCT SH276 & FM35',"(32.936744, -96.262161)",32.93674444444444,-96.26216111111113,5827,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.936744,-96.262161",
11170101703013.00,'3.4 MI W JCT SH34/SH276',"(32.911878, -96.228169)",32.911877777777775,-96.22816944444445,9081,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.911878,-96.228169",
11170101703014.00,'4.3 MI W JCT SH34/SH276',"(32.909739, -96.202125)",32.90973888888889,-96.202125,9081,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909739,-96.202125",
11170101703015.00,'2.6 MI W JCT SH34/SH276',"(32.910178, -96.177411)",32.910177777777776,-96.17741111111113,12203,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.910178,-96.177411",
11170101703016.00,'2.3 MI W JCT SH34/SH276',"(32.910675, -96.169325)",32.910675,-96.169325,10333,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.910675,-96.169325",
11170101703017.00,'2.1 MI W JCT SH34/SH276',"(32.910672, -96.164525)",32.91067222222222,-96.164525,10333,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.910672,-96.164525",
11170101703018.00,'7.1 MI W JCT SH34/SH276',"(32.909736, -96.215794)",32.90973611111111,-96.21579444444444,9081,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909736,-96.215794",
11170129005018.00,'9.7 MI W JCT SH34/SH276',"(32.906769, -96.281258)",32.90676944444444,-96.28125833333333,7560,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.906769,-96.281258",
11170129007025.00,'0.9 M W JCT SH 34/SH276',"(32.903331, -96.142708)",32.90333055555556,-96.14270833333336,12900,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.903331,-96.142708",
11170213904016.00,'3.61MI S OF DELTA CO LINE',"(33.262428, -95.908164)",33.26242777777778,-95.9081638888889,6100,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.262428,-95.908164",
11390004509156.00,'INT OF US 82 AND LP 286',"(33.660717, -95.599175)",33.660716666666666,-95.599175,6777,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.660717,-95.599175",
11390068802033.00,'1.6 MI NW OF US 82',"(33.691792, -95.601781)",33.69179166666666,-95.60178055555556,6639,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.691792,-95.601781",
11390169001022.00,'0.2 MI W OF US 271',"(33.686161, -95.558844)",33.686161111111105,-95.55884444444445,6260,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.686161,-95.558844",
11390169001024.00,'0.1 MI E OF FM 137',"(33.639883, -95.585056)",33.63988333333333,-95.58505555555556,7300,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.639883,-95.585056",
11390169001032.00,'1.4 MI SW OF US 271 NORTH',"(33.682153, -95.577628)",33.68215277777777,-95.57762777777778,13049,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.682153,-95.577628",
11940004512256.00,'1.3 MI.E. LAMAR CO LINE',"(33.656936, -95.289986)",33.65693611111111,-95.2899861111111,5679,10,6.21371,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.656936,-95.289986",
20730007905042.00,'4.90 MI SW OF FM 988',"(32.145358, -98.298367)",32.145358333333334,-98.29836666666668,6587,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.145358,-98.298367",
20730007905043.00,'4.90 MI SW OF FM 988',"(32.145769, -98.298436)",32.14576944444445,-98.29843611111112,6587,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.145769,-98.298436",
20730007905046.00,'6.80 MI SW OF FM 988',"(32.123892, -98.316494)",32.123891666666665,-98.31649444444444,12194,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.123892,-98.316494",
20730007905048.00,'3.70 MI SW OF FM 988',"(32.160078, -98.286281)",32.16007777777778,-98.28628055555556,13500,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.160078,-98.286281",
20730007905049.00,'2.70 MI SW OF FM 988',"(32.172222, -98.276147)",32.17222222222222,-98.27614722222222,13500,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.172222,-98.276147",
20730007905051.00,'1.40 MI SW OF FM 988',"(32.187211, -98.263628)",32.18721111111111,-98.26362777777776,14807,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.187211,-98.263628",
20730025003022.00,'0.4 MI N OF US 377',"(32.240753, -98.194783)",32.24075277777778,-98.19478333333332,9318,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.240753,-98.194783",
20730025007103.00,'0.40 MI N OF US 377',"(32.215833, -98.198867)",32.215833333333336,-98.19886666666667,6464,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.215833,-98.198867",
20730034304034.00,'1.05 MI NW OF FM 2303',"(32.253117, -98.224886)",32.25311666666666,-98.22488611111112,5093,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.253117,-98.224886",
020730B00340001,'1.5 MI E OF FM 988',"(32.212758, -98.2358)",32.21275833333333,-98.2358,5279,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.212758,-98.235800",
21120008004058.00,'3.9 MI E OF FM 67',"(32.507408, -97.642425)",32.50740833333333,-97.642425,12688,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.507408,-97.642425",
21120008004068.00,'0.1 MI E OF SH 144',"(32.434031, -97.790772)",32.43403055555555,-97.79077222222222,21552,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.434031,-97.790772",
21120008008069.00,'2.4 MI E OF US 377',"(32.446292, -97.696408)",32.44629166666666,-97.69640833333334,15939,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.446292,-97.696408",
21120008010025.00,'0.4 MI W OF US 377',"(32.4423, -97.768369)",32.4423,-97.76836944444445,10830,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.442300,-97.768369",
21120038503022.00,'1 BLK N SQ IN GRANBURY',"(32.444253, -97.787642)",32.44425277777778,-97.78764166666666,7204,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.444253,-97.787642",
21120352401001.00,'1.3 MI N OF US 377',"(32.45075, -97.823475)",32.45075,-97.823475,7361,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.450750,-97.823475",
21120352401002.00,'.15 MI. N. OF BUS. 377',"(32.445969, -97.774467)",32.445969444444444,-97.77446666666668,6144,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.445969,-97.774467",
021120AA0588001,'0.10 MI. E. FROM SH 144',"(32.405461, -97.790092)",32.40546111111111,-97.79009166666668,5580,16,9.941936,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.405461,-97.790092",
21270001403016.00,'1.3 MI S OF RENFRO ST',"(32.5255, -97.309222)",32.5255,-97.30922222222222,11053,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.525500,-97.309222",
21270001901043.00,'0.2 MI W OF IH 35W',"(32.550628, -97.321503)",32.55062777777778,-97.32150277777778,19825,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.550628,-97.321503",
21270001901044.00,'0.2 MI W OF IH 35W',"(32.550564, -97.321411)",32.55056388888889,-97.3214111111111,19825,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.550564,-97.321411",
21270001901045.00,'1.0 MI N OF US 67',"(32.396792, -97.387147)",32.396791666666665,-97.38714722222224,23955,13,8.077823,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.396792,-97.387147",
21270001902046.00,'0.02 MI S OF FM 4',"(32.336947, -97.383764)",32.33694722222222,-97.3837638888889,23357,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.336947,-97.383764",
21270025905067.00,'OVER SH 174',"(32.382072, -97.392419)",32.38207222222222,-97.39241944444446,9005,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.382072,-97.392419",
21270025905068.00,'0.4 MI E OF SH 174',"(32.380614, -97.386458)",32.38061388888889,-97.38645833333334,9005,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.380614,-97.386458",
21270025905069.00,'1.1 MI E OF SH 174',"(32.38165, -97.373733)",32.38165,-97.37373333333332,9005,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.381650,-97.373733",
21270025905070.00,'1.4 MI E OF SH 174',"(32.382536, -97.369758)",32.382536111111115,-97.36975833333332,9042,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.382536,-97.369758",
21270025905071.00,'1.5 MI E OF SH 174',"(32.383122, -97.367325)",32.38312222222222,-97.367325,9042,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.383122,-97.367325",
21270025905072.00,'2.2 MI E OF SH 174',"(32.386328, -97.350258)",32.38632777777778,-97.35025833333331,9042,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.386328,-97.350258",
21270025905073.00,'0.8 MI W OF SPUR 102',"(32.385039, -97.338819)",32.385038888888886,-97.33881944444444,6735,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.385039,-97.338819",
21270025905074.00,'0.4 MI W OF SPUR 102',"(32.384494, -97.332058)",32.38449444444444,-97.33205833333334,8310,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.384494,-97.332058",
21270025905076.00,'4.1 MI W OF IH 35 W',"(32.399211, -97.290114)",32.39921111111111,-97.29011388888888,10990,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.399211,-97.290114",
21270025905077.00,'4.1 MI W OF IH 35 W',"(32.399, -97.289825)",32.399,-97.289825,10990,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.399000,-97.289825",
21270025905078.00,'0.9 MI W OF IH 35 W',"(32.413567, -97.242675)",32.41356666666667,-97.242675,11172,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.413567,-97.242675",
21270025905079.00,'0.9 MI W OF IH 35 W',"(32.413364, -97.242303)",32.41336388888889,-97.24230277777778,11172,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.413364,-97.242303",
21270025906063.00,'0.7 MI S OF FM 2280',"(32.371142, -97.349194)",32.37114166666667,-97.34919444444444,16305,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.371142,-97.349194",
21270025906064.00,'0.1 MI S OF FM 2280',"(32.377664, -97.342236)",32.37766388888889,-97.3422361111111,16305,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.377664,-97.342236",
21270025906065.00,'0.15 MI E OF SH 174',"(32.348492, -97.380958)",32.34849166666667,-97.38095833333333,8300,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.348492,-97.380958",
21270025906066.00,'0.6 MI E OF SH 174',"(32.349603, -97.376286)",32.34960277777778,-97.3762861111111,17438,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.349603,-97.376286",
