STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
180610019603507.00,'0.2 MI S. of GWB/I35E JCT',32.97865278,-96.92715556,2018,0,0.0,1.0,0.666666667,0.0,10599,"32.9786527777777, -96.9271555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978653,-96.927156",
180610AA0153004,'1.20 MI W  OF FM 2450',33.42475556,-97.28160556,2011,0,0.0,1.0,0.666666667,0.0,10599,"33.4247555555555, -97.2816055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.424756,-97.281606",
180610AA0153002,'1.60 MI E OF FM 2450',33.425025,-97.23340833,2010,0,0.0,1.0,1.666666667,0.0,10599,"33.425025, -97.2334083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.425025,-97.233408",
180610AA0152002,'1.00 MI S  OF FM 455',33.34866111,-97.21755278,2008,0,0.0,1.0,0.666666667,0.0,10599,"33.3486611111111, -97.2175527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.348661,-97.217553",
180610AA0143001,'1.8 Mi E of FM 428',33.28702222,-97.05440556,2015,0,0.0,1.0,1.0,0.0,10599,"33.2870222222222, -97.0544055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.287022,-97.054406",
180610AA0141002,'0.2 Mi N of SH 114',33.038575,-97.38117778,1986,0,0.0,1.114285714,1.0,0.0,10599,"33.038575, -97.3811777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.038575,-97.381178",
180610AA0141001,'0.4 MI N OF FM 428',33.30919167,-97.03125833,2012,0,0.0,1.0,0.666666667,0.0,10599,"33.3091916666666, -97.0312583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.309192,-97.031258",
180610AA0136001,'0.30 MI E  OF IH 35W',33.28326944,-97.17215278,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.2832694444444, -97.1721527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.283269,-97.172153",
180610AA0310001,'0.20 MI N  OF PARVIN RD',33.25842222,-96.86346944,2011,0,0.0,1.0,1.0,0.0,10599,"33.2584222222222, -96.8634694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.258422,-96.863469",
180610AA0294001,'1.55 MI E  OF FM 1385',33.25371111,-96.87081389,2005,0,0.0,1.0,1.0,0.0,10599,"33.2537111111111, -96.8708138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.253711,-96.870814",
180610AA0277001,'0.60 MI W  OF FM 1385',33.320425,-96.91255278,2005,0,0.0,1.0,1.0,0.0,10599,"33.320425, -96.9125527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320425,-96.912553",
180610AA0276002,'1.30 MI E OF FM 1385',33.31646944,-96.86778889,2007,0,0.0,1.0,1.0,0.0,10599,"33.3164694444444, -96.8677888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.316469,-96.867789",
180610156802070.00,'2.70 Mi W of FM 156',33.08770278,-97.34269722,2013,0,0.0,1.0,0.666666667,0.0,10599,"33.0877027777777, -97.3426972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.087703,-97.342697",
180610AA0209001,'0.20 MI S  OF SWITZER RD',33.4096,-97.14606111,2006,0,0.0,1.0,1.0,0.0,10599,"33.4096, -97.1460611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.409600,-97.146061",
180610AA0205001,'0.08 MI S  OF FM 455',33.35596667,-97.27246944,2012,0,0.0,1.0,0.666666667,0.0,10599,"33.3559666666666, -97.2724694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.355967,-97.272469",
180610AA0204002,'1.30 MI S  OF 5TH ST',33.33323333,-97.18004722,1990,0,0.0,1.0,0.666666667,0.0,10599,"33.3332333333333, -97.1800472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.333233,-97.180047",
180610AA0204001,'2.65 MI S  OF 5TH ST',33.31485,-97.17441111,1990,0,0.0,1.0,0.666666667,0.0,10599,"33.31485, -97.1744111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.314850,-97.174411",
180610AA0198002,'3.60 MI W OF CHISUM RD',33.39388611,-97.31928333,1960,0,0.0,1.857142857,0.666666667,0.0,10599,"33.3938861111111, -97.3192833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.393886,-97.319283",
180610AA0198001,'0.40 MI W  OF CHISUM RD',33.38583611,-97.27203889,2009,0,0.0,1.0,0.666666667,0.0,10599,"33.3858361111111, -97.2720388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.385836,-97.272039",
180610AA0187001,'1.10 MI W  OF FM 2164',33.32579722,-97.14213333,2009,0,0.0,1.0,0.666666667,0.0,10599,"33.3257972222222, -97.1421333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.325797,-97.142133",
180610AA0186001,'1.40 MI N  OF FM 3163',33.31861389,-97.15111111,2007,0,0.0,1.0,0.666666667,0.0,10599,"33.3186138888888, -97.1511111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.318614,-97.151111",
180610AA0408001,'1.4 Mi E of IH 35',33.39223056,-97.15361944,2015,0,0.0,1.0,1.0,0.0,10599,"33.3922305555555, -97.1536194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.392231,-97.153619",
180610AA0398001,'2.47 MI. W. Of US 377-KG',33.34334722,-97.01220556,2000,0,0.0,1.0,0.666666667,0.0,10599,"33.3433472222222, -97.0122055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.343347,-97.012206",
180610AA0362001,'0.65 MI W OF TOM COLE RD',33.20503333,-97.24041389,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.2050333333333, -97.2404138888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.205033,-97.240414",
180610AA0276001,'1.40 MI E OF FM 1385',33.31644722,-96.86669167,2005,0,0.0,1.0,1.0,0.0,10599,"33.3164472222222, -96.8666916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.316447,-96.866692",
180610354701030.00,'2.12 MI NE OF IH 35E',33.02231667,-96.93412778,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.0223166666666, -96.9341277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.022317,-96.934128",
180610354701029.00,'4.75 MI NE OF IH 35E',33.03564167,-96.92540556,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.0356416666666, -96.9254055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035642,-96.925406",
180610354701026.00,'0.75 MI W OF IH 35E',32.99369167,-96.96838611,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9936916666666, -96.9683861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.993692,-96.968386",
180610AA0130001,'1.00 MI S  OF FM 455',33.34429722,-97.26249444,2007,0,0.0,1.0,1.0,0.0,10599,"33.3442972222222, -97.2624944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.344297,-97.262494",
180610AA0129001,'0.80 MI W  OF FM 1385',33.33250556,-96.91468889,2012,0,0.0,1.0,0.666666667,0.0,10599,"33.3325055555555, -96.9146888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.332506,-96.914689",
180610AA0125001,'0.25 MI W  OF FM 1173',33.34203056,-97.3454,2008,0,0.0,1.0,1.0,0.0,10599,"33.3420305555555, -97.3454",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.342031,-97.345400",
180610AA0122002,'0.40 MI N  OF PARVIN RD',33.26185278,-96.83780556,2011,0,0.0,1.0,1.0,0.0,10599,"33.2618527777777, -96.8378055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.261853,-96.837806",
180610AA0117001,'1.40 MI E  OF FM 1173',33.32124167,-97.31643611,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.3212416666666, -97.3164361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.321242,-97.316436",
180610AA0113002,'0.40 MI N  OF FM 1173',33.28700833,-97.284225,2009,0,0.0,1.0,0.666666667,0.0,10599,"33.2870083333333, -97.2842249999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.287008,-97.284225",
180610AA0113001,'0.40 MI W OF 4TH ST',33.26261389,-97.24914444,2009,0,0.0,1.0,1.666666667,0.0,10599,"33.2626138888888, -97.2491444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.262614,-97.249144",
180610AA0112002,'0.95 MI N  OF FM 1173',33.30201944,-97.30619722,2008,0,0.0,1.0,1.0,0.0,10599,"33.3020194444444, -97.3061972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.302019,-97.306197",
180610AA0153006,'1.5 Mi E of FM 2450',33.42506389,-97.23515556,2014,0,0.0,1.0,1.0,0.0,10599,"33.4250638888888, -97.2351555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.425064,-97.235156",
180610AA0109001,'0.70 MI S  OF FM 1173',33.28309444,-97.34183889,2006,0,0.0,1.0,1.0,0.0,10599,"33.2830944444444, -97.3418388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.283094,-97.341839",
180610AA0104001,'1.60 MI N OF FRITCHER RD',33.40301389,-96.854,2016,0,0.0,1.0,1.0,0.0,10599,"33.4030138888888, -96.854",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.403014,-96.854000",
1806109M5760006,'0.20 MI S OF PLANO PKWY',33.01646389,-96.84361944,2002,0,0.0,1.0,1.0,0.0,10599,"33.0164638888888, -96.8436194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.016464,-96.843619",
1806109M5760005,'0.20 MI S OF PLANO PKWY',33.01644722,-96.84361944,1983,0,0.0,1.2,1.0,0.0,10599,"33.0164472222222, -96.8436194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.016447,-96.843619",
1806109M1960015,'0.10 MI N TRINITY MILLS',32.98871111,-96.85475556,1985,0,0.0,1.142857143,1.0,0.0,10599,"32.9887111111111, -96.8547555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.988711,-96.854756",
180610AA0177001,'1.45 MI W  OF IH 35W',33.35125278,-97.20158333,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.3512527777777, -97.2015833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.351253,-97.201583",
180610AA0170001,'1.85 MI W OF IH 35W',33.39724444,-97.20910556,1970,0,0.0,1.571428571,0.666666667,0.0,10599,"33.3972444444444, -97.2091055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.397244,-97.209106",
180610AA0165002,'2.85 MI S  OF WILLOW ST',33.3335,-97.14962778,1938,0,0.0,2.485714286,0.666666667,0.0,10599,"33.3335, -97.1496277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.333500,-97.149628",
180610AA0165001,'0.35 MI N OF NICHOLSON RD',33.33077222,-97.14907222,2005,0,0.0,1.0,0.666666667,0.0,10599,"33.3307722222222, -97.1490722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.330772,-97.149072",
180610AA0156001,'0.45 MI S  OF GREGORY RD',33.41881389,-97.24321667,1970,0,0.0,1.571428571,0.666666667,0.0,10599,"33.4188138888888, -97.2432166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.418814,-97.243217",
180610AA0154001,'2MI N of US380',33.26426667,-97.021125,2000,0,0.0,1.0,0.666666667,0.0,10599,"33.2642666666666, -97.021125",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.264267,-97.021125",
180610AA0112001,'1.50 MI N  OF FM 1173',33.31143611,-97.30661111,2011,0,0.0,1.0,1.0,0.0,10599,"33.3114361111111, -97.3066111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.311436,-97.306611",
180610AA0459001,'0.65 MI NE OF FM 2449',33.18235833,-97.18792222,2011,0,0.0,1.0,0.666666667,0.0,10599,"33.1823583333333, -97.1879222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.182358,-97.187922",
180610AA0449001,'0.45 MI W OF AIRPORT RD',33.19972778,-97.21389444,2003,0,0.0,1.0,0.666666667,0.0,10599,"33.1997277777777, -97.2138944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.199728,-97.213894",
180610AA0410001,'0.1 Mi N of Lois Rd E',33.39385278,-97.14661389,2015,0,0.0,1.0,1.0,0.0,10599,"33.3938527777777, -97.1466138888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.393853,-97.146614",
180610AA2069001,'0.10 MI E OF FM 407',33.09461389,-97.12950833,2002,0,0.0,1.0,0.666666667,0.0,10599,"33.0946138888888, -97.1295083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.094614,-97.129508",
180610AA1970001,'1.0 Mi E of US 377',33.33429167,-96.96060556,2014,0,0.0,1.0,1.0,0.0,10599,"33.3342916666666, -96.9606055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.334292,-96.960606",
180610AA0870002,'1.2 Mi E of US 377',33.40963889,-96.92094444,2014,0,0.0,1.0,1.0,0.0,10599,"33.4096388888888, -96.9209444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.409639,-96.920944",
180610AA0668004,'0.1 Mi E of Hickory Hill',33.11966111,-97.15406944,2016,0,0.0,1.0,1.0,0.0,10599,"33.1196611111111, -97.1540694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.119661,-97.154069",
180610AA0668003,'1.3 Mi NE of E Hickory Hl',33.12500278,-97.11649722,2019,0,0.0,1.0,1.0,0.0,10599,"33.1250027777777, -97.1164972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.125003,-97.116497",
180610AA0668002,'0.90 MI W OF FM 1830',33.11790556,-97.15365556,1990,0,0.0,1.0,1.0,0.0,10599,"33.1179055555555, -97.1536555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.117906,-97.153656",
180610AA0668001,'0.80 MI E  OF HILLTOP RD',33.11780556,-97.11747222,2008,0,0.0,1.0,0.666666667,0.0,10599,"33.1178055555555, -97.1174722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.117806,-97.117472",
180610AA0622001,'2.5 Mi N of FM 407',33.11931389,-97.36690556,2012,0,0.0,1.0,1.0,0.0,10599,"33.1193138888888, -97.3669055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.119314,-97.366906",
180610AA0354001,'0.25 MI S  OF SH 114',33.03254167,-97.37461389,2011,0,0.0,1.0,0.666666667,0.0,10599,"33.0325416666666, -97.3746138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.032542,-97.374614",
180610AA0619003,'0.3 Mi W of FM 2181',33.13995278,-97.10976667,2014,0,0.0,1.0,1.0,0.0,10599,"33.1399527777777, -97.1097666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.139953,-97.109767",
180610AA0619002,'0.30 MI S  OF FM 2181',33.12965833,-97.10441944,2001,0,0.0,1.0,0.666666667,0.0,10599,"33.1296583333333, -97.1044194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.129658,-97.104419",
180610AA0575001,'0.50 MI W OF AUBREY PKWY',33.26216667,-96.90689722,2020,0,0.0,1.0,1.0,0.0,10599,"33.2621666666666, -96.9068972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.262167,-96.906897",
180610AA0548004,'3.2 Mi N of SH 114',33.08268889,-97.39115556,2020,0,0.0,1.0,1.0,0.0,10599,"33.0826888888888, -97.3911555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.082689,-97.391156",
180610AA0548003,'2.0 Mi N of SH 114',33.06501389,-97.39135556,2020,0,0.0,1.0,1.0,0.0,10599,"33.0650138888888, -97.3913555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.065014,-97.391356",
180610AA0548002,'0.25 Mi N of SH 114',33.04065278,-97.39173611,2020,0,0.0,1.0,1.0,0.0,10599,"33.0406527777777, -97.3917361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.040653,-97.391736",
180610B00825003,'0.2 MI S OF WIND RIVER LN',33.17431944,-97.10284444,2000,0,0.0,1.0,1.0,0.0,10599,"33.1743194444444, -97.1028444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.174319,-97.102844",
180610B00825002,'0.2 MI S OF WIND RIVER LN',33.17291944,-97.09965556,2007,0,0.0,1.0,0.666666667,0.0,10599,"33.1729194444444, -97.0996555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.172919,-97.099656",
180610B00825001,'0.05 MI N OF FM 426',33.217075,-97.12741944,1961,0,0.0,1.828571429,1.0,0.0,10599,"33.217075, -97.1274194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.217075,-97.127419",
180610B00820004,'0.20 MI NE OF US 77',33.21689722,-97.12730556,2000,0,0.0,1.0,0.666666667,0.0,10599,"33.2168972222222, -97.1273055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.216897,-97.127306",
180610B00820003,'0.20 MI NE OF US 77',33.20899444,-97.13035556,1970,0,0.0,1.571428571,1.0,0.0,10599,"33.2089944444444, -97.1303555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.208994,-97.130356",
180610AA0620003,'0.4 MI N OF FM 407',33.10794722,-97.13115556,2019,0,0.0,1.0,1.0,0.0,10599,"33.1079472222222, -97.1311555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.107947,-97.131156",
180610AA0353001,'0.80 MI S OF FM 2449',33.16292222,-97.36159722,1968,0,0.0,1.628571429,0.666666667,0.0,10599,"33.1629222222222, -97.3615972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.162922,-97.361597",
180610AA0350002,'0.35 MI NE of FISHTRAP RD',33.23488333,-96.85478333,2007,0,0.0,1.0,0.666666667,0.0,10599,"33.2348833333333, -96.8547833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.234883,-96.854783",
180610AA0350001,'0.25 MI S OF OLD STONY RD',33.21723056,-97.29323056,2010,0,0.0,1.0,1.0,0.0,10599,"33.2172305555555, -97.2932305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.217231,-97.293231",
180610AA0344008,'1.1 Mi S of Old Stoney Rd',33.207975,-97.32663333,2009,0,0.0,1.0,1.0,0.0,10599,"33.207975, -97.3266333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.207975,-97.326633",
180610AA0344007,'0.9 Mi N of FM 2449',33.19059444,-97.32665833,2009,0,0.0,1.0,1.0,0.0,10599,"33.1905944444444, -97.3266583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.190594,-97.326658",
180610AA0344006,'0.35 Mi E of FM 2622',33.22434167,-97.34721111,2009,0,0.0,1.0,1.0,0.0,10599,"33.2243416666666, -97.3472111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.224342,-97.347211",
180610AA0344005,'0.01 Mi E of Schluter Rd',33.20469722,-97.32629722,2009,0,0.0,1.0,1.0,0.0,10599,"33.2046972222222, -97.3262972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.204697,-97.326297",
180610AA0344004,'0.3 Mi N of FM 2449',33.17982778,-97.23824722,2020,0,0.0,1.0,1.0,0.0,10599,"33.1798277777777, -97.2382472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.179828,-97.238247",
180610AA0344003,'2.00 MI W  OF FM 156',33.22059167,-97.2948,1960,0,0.0,1.857142857,0.666666667,0.0,10599,"33.2205916666666, -97.2948",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.220592,-97.294800",
180610AA0344002,'2.20 MI SW OF FM 2622',33.21975,-97.38366944,2004,0,0.0,1.0,0.666666667,0.0,10599,"33.21975, -97.3836694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.219750,-97.383669",
180610AA0312002,'1.4 Mi E of FM 1385',33.32185833,-96.84420556,2017,0,0.0,1.0,0.666666667,0.0,10599,"33.3218583333333, -96.8442055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.321858,-96.844206",
180610AA0466001,'0.40 MI E  OF FM 156',33.12781389,-97.28541667,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.1278138888888, -97.2854166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.127814,-97.285417",
