STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
121700J00175010,339,'1.3 MI S OF MAGNOLIA BLVD',"30.190511, -95.752794",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.190511,-95.752794"
1.3008E+14,15,'0.3 Mi. W. of SH 36',"29.762417, -96.157994",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.762417,-96.157994"
1.3029E+14,57,'0.10 MI S OF VICTORIA C/L',"28.655161, -96.772911",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.655161,-96.772911"
1.3235E+14,469,'0.60 MI SW OF US 77',"28.755883, -97.094233",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.755883,-97.094233"
1.3235E+14,469,'1.2 MI NW OF BU 77',"28.742825, -97.056753",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.742825,-97.056753"
1.3235E+14,469,'2.10 MI NE OF SH 185',"28.665361, -96.865506",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.665361,-96.865506"
1.3235E+14,469,'0.80 Mi NE of FM 236',"28.886525, -97.160908",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.886525,-97.160908"
1.3235E+14,469,'3.50 MI NW OF US 59',"28.803708, -97.087078",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.803708,-97.087078"
132350B00058001,469,'0.50 MI W/JOHN STOCKBAUER',"28.837706, -96.976661",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.837706,-96.976661"
140110LW5484001,21,'0.1 Mi S of 7th St',"29.999128, -97.164597",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.999128,-97.164597"
140270C00050001,53,'0.15 MI E OF US 281',"30.579356, -98.270097",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.579356,-98.270097"
140280AA0154002,55,'1.30 MI SW OF FM 1185',"29.945450, -97.661461",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.945450,-97.661461"
140280AA0228501,55,'0.50 MI E OF US 183',"29.760756, -97.650892",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.760756,-97.650892"
141060AA0182001,209,'1.05 MI NE OF RM 2325',"30.030411, -98.121869",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.030411,-98.121869"
141060AA0279001,209,'1.10 MI SW OF RM 2325',"29.990933, -98.111244",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Arch - Deck,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.990933,-98.111244"
1.4227E+14,453,'1.4 MI S OF SH 71',"30.198469, -97.764064",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.198469,-97.764064"
1.4227E+14,453,'0.30 MI W OF MONTOPOLIS',"30.212764, -97.718167",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.212764,-97.718167"
142270B05705002,453,'0.70 MI N OF PARMER LN',"30.415214, -97.663192",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.415214,-97.663192"
142270B05705003,453,'0.30 MI N OF FM 734',"30.411581, -97.663867",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.411581,-97.663867"
142270B07188001,453,'0.12 S OF DAVIS LN',"30.206961, -97.864650",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.206961,-97.864650"
1.4246E+14,491,'0.03 MI N OF SH 45',"30.480994, -97.674122",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.480994,-97.674122"
1.4246E+14,491,'0.02 MI S OF SH 45',"30.479572, -97.674031",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.479572,-97.674031"
1.4246E+14,491,'0.05 MI N OF TRAVIS C/L',"30.480808, -97.674117",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.480808,-97.674117"
1.4246E+14,491,'0.70 MI E OF FM 1325',"30.479633, -97.674069",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.479633,-97.674069"
1.4246E+14,491,'7.50 MI NW OF IH 35',"30.765383, -97.749489",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.765383,-97.749489"
1.4246E+14,491,'2.40 MI S OF SH 29',"30.617233, -97.606469",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.617233,-97.606469"
1.4246E+14,491,'1.70 MI E OF IH 35',"30.486658, -97.647689",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.486658,-97.647689"
1.4246E+14,491,'1.4 MI E OF IH 35',"30.484461, -97.652089",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.484461,-97.652089"
142460AA0147004,491,'4.2 MI N OF SH 29',"30.680239, -97.855189",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.680239,-97.855189"
142460AA0533008,491,'0.15 MI W OF CR 100',"30.587619, -97.571586",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.587619,-97.571586"
142460AA1455001,491,'0.02 MI NE OF TERAVISTA',"30.568722, -97.683283",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.568722,-97.683283"
142460AA2021003,491,'6 MI E of RONALD REAGAN',"30.736247, -97.794978",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.736247,-97.794978"
142460AA8870001,491,'.2 MI NE of R Reagan PKWY',"30.681922, -97.838014",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Arch - Deck,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.681922,-97.838014"
142460AA8873001,491,'0.3 MI E of Ronald Reagan',"30.682203, -97.837608",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Arch - Deck,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.682203,-97.837608"
142460D02180001,491,'0.10 MI W OF FM 1460',"30.609039, -97.669478",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.609039,-97.669478"
1.42E+06,491,'0.1 MI E OF DOUBLE CREEK',"30.490022, -97.642447",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.490022,-97.642447"
142460H01050003,491,'2.90 MI N OF CEDAR PARK',"30.572644, -97.870328",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.572644,-97.870328"
1.5007E+14,13,'1.0 MI E OF IH 35',"29.228478, -98.770406",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.228478,-98.770406"
1.5007E+14,13,'1.70 MI SE OF IH 35',"29.206708, -98.780461",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.206708,-98.780461"
1.5015E+14,29,'1.3 MI E of US 281',"29.220486, -98.453781",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.220486,-98.453781"
1.5015E+14,29,'0.25 Mi W of Loop 1604',"29.364336, -98.698103",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.364336,-98.698103"
1.5015E+14,29,'0.55 Mi W of Loop 1604',"29.365125, -98.702881",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.365125,-98.702881"
150150H00115001,29,'0.64 MI S OF OLD SEGUIN',"29.460428, -98.384178",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.460428,-98.384178"
1.5046E+14,91,'2.95 MI E US 281',"29.745350, -98.389586",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Slab,Concrete Continuous,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.745350,-98.389586"
1.5083E+14,163,'1.50 MI E OF IH 35',"29.055244, -98.980028",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.055244,-98.980028"
1.5095E+14,187,'1.4 MI NE OF SH 46',"29.688708, -98.045328",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.688708,-98.045328"
1.5095E+14,187,'1.65 MI S OF IH 35',"29.659133, -98.135639",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.659133,-98.135639"
151310AA0137002,259,'0.5 MI S OF SH 27',"29.962369, -98.910797",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Slab,Concrete Continuous,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.962369,-98.910797"
151330AA0151004,265,'0.1 MI S OF OLD INGRAM LP',"30.070703, -99.242969",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Slab,Concrete Continuous,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.070703,-99.242969"
151630AA0465003,325,'7.6 MI N OF FM 2676',"29.532169, -98.935453",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Slab,Concrete Continuous,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.532169,-98.935453"
1.5247E+14,493,'1.55 MI NE OF US 181',"29.239572, -98.224397",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.239572,-98.224397"
152470AA0009001,493,'0.26 MI NE OF US 181',"29.213531, -98.218669",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.213531,-98.218669"
152470AA0009002,493,'0.58 MI NE OF US 181',"29.216458, -98.215625",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.216458,-98.215625"
1.6013E+14,25,'9.2 MI SW of FM 351',"28.258594, -97.750383",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.258594,-97.750383"
1.6013E+14,25,'0.9 MI SE OF US 59',"28.384447, -97.757683",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.384447,-97.757683"
160130AA0131001,25,'1.65 MI S OF US 181',"28.215806, -97.669444",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.215806,-97.669444"
160130AA0137002,25,'0.82 MI SW OF US 181',"28.164136, -97.606842",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.164136,-97.606842"
1.6126E+14,249,'US 281 NB AT CR 116',"27.768728, -98.103097",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.768728,-98.103097"
1.6126E+14,249,'1.2 MI N OF SH 44',"27.765597, -98.105294",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.765597,-98.105294"
1.6126E+14,249,'1.1 MI N OF SH 44',"27.765164, -98.105725",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.765164,-98.105725"
1.6126E+14,249,'0.8 MI N OF SH 44',"27.761478, -98.109714",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.761478,-98.109714"
170210B00900001,41,'0.65 MI NW OF FM 158',"30.680586, -96.336981",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.680586,-96.336981"
170940AA0412101,185,'0.2 MI N OF SH 105',"30.355325, -95.991658",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.355325,-95.991658"
172360B00290001,471,'1.98 MI SE OF FM 1374',"30.677775, -95.528292",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.677775,-95.528292"
172390AA0309001,477,'0.3 MI SE OF SH 105',"30.213758, -96.306411",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.213758,-96.306411"
172390AA0335001,477,'0.25 MI W OF FM 1371',"30.091606, -96.227192",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.091606,-96.227192"
1.8043E+14,85,'0.25 MI W OF FM 3356',"33.360250, -96.640339",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.360250,-96.640339"
180430AA0649001,85,'0.3 MI W OF CO RD 697',"33.115361, -96.319119",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Slab,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.115361,-96.319119"
180430D00282001,85,'0.4 MILES SW OF US 75',"33.176275, -96.643922",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.176275,-96.643922"
180430K00867003,85,'1.0 MI E OF FM 544',"32.995692, -96.507531",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995692,-96.507531"
180430K00867006,85,'0.10 MI S OF COLLINS BLVD',"32.994919, -96.509428",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.994919,-96.509428"
1.8057E+14,113,'4.40 MI N  OF IH 30',"32.836542, -96.779042",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.836542,-96.779042"
1.8057E+14,113,'1.05 MI N  OF LP 12',"32.880094, -96.770317",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.880094,-96.770317"
