STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
121020027114672.000,0.5 MI S OF US 290,9662,5.0,32.7,2013,8,11,65400.0,35.04840624,169.3188505,0.75,0.975,123.8144095,"29.793294, -95.452331",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.793294,-95.452331",
151620051703028.000,5.70 Mi N of FM 624,1000,32.0,23.6,1948,N,6,47200.0,30.95334625,99.05070801,1.25,1.0,123.813385,"28.215331, -98.569111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.215331,-98.569111",
151620051703029.000,7.30 Mi N of FM 624,1000,32.0,23.6,1948,N,6,47200.0,30.95334625,99.05070801,1.25,1.0,123.813385,"28.237361, -98.563603",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.237361,-98.563603",
151620051703030.000,4.00 Mi N of FM 624,1000,32.0,23.6,1948,N,6,47200.0,30.95334625,99.05070801,1.25,1.0,123.813385,"28.192397, -98.574867",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.192397,-98.574867",
150950002510060.000,0.8 MI E OF JCT FM 465,11239,7.0,32.7,1921,6,16,65400.0,12.28125247,96.62029757,1.25,1.025,123.7947563,"29.573592, -98.127347",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.573592,-98.127347",
102340044301016.000,11.20 MI SW OF SH 64,3199,10.0,23.6,1957,N,7,47200.0,30.95334625,99.01975466,1.25,1.0,123.7746933,"32.426792, -95.97425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.426792,-95.974250",
112100012307045.000,5.65 MI W OF US 59,1322,26.0,24.5,1954,N,6,49000.0,28.80782264,99.01824799,1.25,1.0,123.77281,"31.923764, -94.498292",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.923764,-94.498292",
70480003504051.000,4.3 MI S OF US 87,4199,32.0,32.7,2009,N,6,65400.0,12.28125247,165.0207332,0.75,1.0,123.7655499,"31.159289, -99.827181",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.159289,-99.827181",
142270AA2330001,0.35 MI SW OF IH 35,27990,3.0,32.7,1985,5,16,65400.0,12.28125247,103.125677,1.142857143,1.05,123.7508124,"30.437636, -97.673075",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.437636,-97.673075",
170210054004047.000,0.4 MI S OF FM 60,34444,4.0,32.7,2002,8,16,65400.0,12.28125247,169.2061841,0.75,0.975,123.7320221,"30.609908, -96.343192",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.609908,-96.343192",
10750004520229.000,0.6 MI W OF FM 1752,6243,4.0,23.6,1998,N,2,47200.0,66.06218176,164.9704803,0.75,1.0,123.7278602,"33.614903, -96.367581",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.614903,-96.367581",
51520038015228.000,1.4 MILES EAST OF US62/82,11767,4.0,32.7,2009,7,12,65400.0,35.04840624,164.9658385,0.75,1.0,123.7243789,"33.538903, -101.939731",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.538903,-101.939731",
51520038015229.000,0.5 MI EAST OF MILWAUKEE,11767,4.0,32.7,2010,N,12,65400.0,35.04840624,164.9658385,0.75,1.0,123.7243789,"33.538908, -101.948744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.538908,-101.948744",
180570035304226.000,5.1 Mi NW of LP 12,15740,7.0,32.7,1993,7,17,65400.0,12.28125247,135.3148397,0.914285714,1.0,123.7164249,"32.894989, -96.972236",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.894989,-96.972236",
180570296401043.000,0.40 MI NE OF SH 114,15740,7.0,32.7,1993,7,17,65400.0,12.28125247,135.3148397,0.914285714,1.0,123.7164249,"32.899117, -96.966036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.899117,-96.966036",
150150025304293.000,7.4 Mi N of LP 1604,45919,3.0,32.7,2021,8,14,65400.0,12.28125247,169.1828497,0.75,0.975,123.7149588,"29.710494, -98.44865",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.710494,-98.448650",
180710056801035.000,4.3 MI E OF US 77,2890,11.0,23.6,1981,N,6,47200.0,30.95334625,98.40068774,1.257142857,1.0,123.7037217,"32.197169, -96.807008",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.197169,-96.807008",
161260025407095.000,0.6 MI S OF SH 44,3950,34.0,32.7,1999,7,17,65400.0,12.28125247,164.9372207,0.75,1.0,123.7029155,"27.740831, -98.111064",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.740831,-98.111064",
161260025407096.000,0.6 MI S OF SH 44,3950,34.0,32.7,1999,7,17,65400.0,12.28125247,164.9372207,0.75,1.0,123.7029155,"27.740869, -98.109986",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.740869,-98.109986",
171540011703079.000,2.0 MI SW OF FM 2865,5228,9.0,32.7,2012,7,2,65400.0,35.04840624,164.909761,0.75,1.0,123.6823208,"30.869356, -96.192197",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.869356,-96.192197",
61950000305129.000,5.20 Mi NE of IH 10,10378,47.0,40.8,1970,6,1,81600.0,1.97872,96.51523395,1.25,1.025,123.6601435,"31.142811, -104.001653",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.142811,-104.001653",
170820041305023.000,6.6 MI W OF IH 45,1890,23.0,27.2,1948,7,7,54400.0,22.75531832,98.91736873,1.25,1.0,123.6467109,"31.478689, -96.197581",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.478689,-96.197581",
141500015004029.000,6.8 MI E OF SH 16,5265,9.0,28.1,1942,7,6,56200.0,20.86843498,98.88507917,1.25,1.0,123.606349,"30.781389, -98.568464",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.781389,-98.568464",
180570220802012.000,0.7 MI E OF SPUR 408,7278,4.0,23.6,1977,N,14,47200.0,30.95334625,90.11138161,1.371428571,1.0,123.5813234,"32.705756, -96.921378",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.705756,-96.921378",
121020017706235.000,1.10 MI N OF FM 1960,9400,5.0,32.7,2002,7,12,65400.0,35.04840624,164.7275093,0.75,1.0,123.545632,"30.022008, -95.260133",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.022008,-95.260133",
132350049705010.000,3.68 MI E OF SH 185,1520,21.0,23.6,1953,N,7,47200.0,30.95334625,98.80308124,1.25,1.0,123.5038515,"28.679694, -96.844864",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.679694,-96.844864",
21840117903052.000,0.23 MI S OF US 180,8937,15.0,32.7,2010,7,16,65400.0,12.28125247,164.63633,0.75,1.0,123.4772475,"32.754572, -97.785178",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.754572,-97.785178",
120200058601010.000,0.50 MI E OF SH 288 BUS,8200,11.0,32.7,1986,7,14,65400.0,12.28125247,110.7768973,1.114285714,1.0,123.4371141,"29.00215, -95.379514",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.002150,-95.379514",
141570007103057.000,1.80 MI S OF RM 1222,2352,18.0,27.2,1950,6,6,54400.0,22.75531832,96.33691564,1.25,1.025,123.4316732,"30.875408, -99.282019",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.875408,-99.282019",
210310068401250.000,3.4 Mi SE of US 77,13400,10.0,32.7,2009,7,14,65400.0,12.28125247,164.5687831,0.75,1.0,123.4265873,"26.013856, -97.481836",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.013856,-97.481836",
210310068401251.000,3.4 Mi SE of US 77,13400,10.0,32.7,2010,7,14,65400.0,12.28125247,164.5687831,0.75,1.0,123.4265873,"26.013894, -97.481414",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.013894,-97.481414",
81150069301004.000,4.5 MI SW OF FM 1205,1695,23.0,26.3,1950,6,6,52600.0,24.7080299,96.32425455,1.25,1.025,123.4154511,"32.43525, -101.288597",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.435250,-101.288597",
120200168401004.000,2.10 MI N OF SH 6,7314,5.0,24.5,1984,7,16,49000.0,28.80782264,105.3502074,1.171428571,1.0,123.410243,"29.496081, -95.346197",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.496081,-95.346197",
142270327701002.000,2.60 MI S OF US 290,5710,6.0,24.5,1968,7,17,49000.0,28.80782264,98.69560038,1.25,1.0,123.3695005,"30.303836, -97.619878",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.303836,-97.619878",
022200P00711001,0.2 MI E OF SH 26,9363,4.0,24.5,1985,N,19,49000.0,28.80782264,107.8910574,1.142857143,1.0,123.3040656,"32.880619, -97.153319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.880619,-97.153319",
240550245102005.000,4.90 MI E OF FM 1165,4295,11.0,28.1,1963,7,7,56200.0,20.86843498,98.59292108,1.25,1.0,123.2411514,"31.894333, -104.349328",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.894333,-104.349328",
180570D06960002,0.2 MI W OF OCONNOR RD,8347,4.0,24.5,1961,6,17,49000.0,28.80782264,96.18355824,1.25,1.025,123.235184,"32.818261, -96.952417",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.818261,-96.952417",
1805709M0980001,0.1 MI NW OF INWOOD RD,9596,3.0,24.5,1973,N,19,49000.0,28.80782264,82.93195983,1.485714286,1.0,123.2131975,"32.822353, -96.837656",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.822353,-96.837656",
121020050801352.000,2.0 MI E OF IH 610,26752,5.0,32.7,2012,7,17,65400.0,12.28125247,164.2740331,0.75,1.0,123.2055248,"29.771639, -95.227744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.771639,-95.227744",
22490013411072.000,0.8 MILES WEST OF FM 1658,5963,5.0,33.6,1959,5,2,67200.0,31.46501376,93.81293853,1.25,1.05,123.1294818,"33.210617, -97.791244",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.210617,-97.791244",
130290018001034.000,0.88 MI S OF SH 185,3153,16.0,29.0,1960,6,6,58000.0,19.04815867,96.09415087,1.25,1.025,123.1206308,"28.518953, -96.804786",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.518953,-96.804786",
81280073302018.000,0.70 MI N OF FM 605,837,38.0,23.6,1954,N,7,47200.0,30.95334625,98.45021309,1.25,1.0,123.0627664,"32.543119, -100.012747",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.543119,-100.012747",
121020059801060.000,0.80 MI S OF BW 8,27404,5.0,32.7,2006,8,17,65400.0,12.28125247,168.2777214,0.75,0.975,123.0530837,"29.585625, -95.385822",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.585625,-95.385822",
122370052702018.000,2.0 MI W OF FM 359,2446,13.0,23.6,1961,N,7,47200.0,30.95334625,98.42545041,1.25,1.0,123.031813,"29.835578, -96.024258",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.835578,-96.024258",
142270001513497.000,0.50 MI S OF US 83,4000,12.0,32.7,2014,8,12,65400.0,35.04840624,168.23235,0.75,0.975,123.0199059,"26.191533, -98.313353",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.191533,-98.313353",
142270001513498.000,0.50 MI S OF IH 2,4000,12.0,32.7,2014,8,12,65400.0,35.04840624,168.23235,0.75,0.975,123.0199059,"26.191497, -98.313142",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.191497,-98.313142",
211090003902163.000,0.60 MI S OF PARMER LN,4000,12.0,32.7,2007,8,11,65400.0,35.04840624,168.23235,0.75,0.975,123.0199059,"30.399497, -97.673256",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.399497,-97.673256",
211090003902164.000,0.60 MI S OF PARMER LN,4000,12.0,32.7,2007,8,11,65400.0,35.04840624,168.23235,0.75,0.975,123.0199059,"30.399097, -97.673047",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.399097,-97.673047",
11170013506134.000,4.7 MILES WEST OF US 69,5199,9.0,32.7,2009,7,2,65400.0,35.04840624,163.9949976,0.75,1.0,122.9962482,"33.138047, -96.21705",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.138047,-96.217050",
150950002510223.000,0.5 MI W OF FM 1103,28265,4.0,32.7,1994,7,14,65400.0,12.28125247,138.8518404,0.885714286,1.0,122.9830587,"29.559736, -98.247278",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.559736,-98.247278",
130080052703001.000,0.60 MI SE OF IH 10,1177,27.0,23.6,1951,N,7,47200.0,30.95334625,98.36663906,1.25,1.0,122.9582988,"29.768817, -96.103681",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.768817,-96.103681",
102340108901006.000,0.9 MI NE OF US 180,1765,18.0,23.6,1926,N,6,47200.0,30.95334625,98.33878104,1.25,1.0,122.9234763,"32.765642, -98.849289",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.765642,-98.849289",
232150025602012.000,3.6 MI NW OF FM 47,3530,9.0,23.6,1962,N,7,47200.0,30.95334625,98.33878104,1.25,1.0,122.9234763,"32.762633, -96.0237",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762633,-96.023700",
140280015203008.000,5.1 MI N OF SH 80,4796,10.0,32.7,2007,8,2,65400.0,35.04840624,168.0921563,0.75,0.975,122.9173893,"29.757642, -97.655172",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.757642,-97.655172",
140280015203039.000,5.1 MI N OF SH 80,4796,10.0,32.7,2007,8,2,65400.0,35.04840624,168.0921563,0.75,0.975,122.9173893,"29.757628, -97.655322",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.757628,-97.655322",
201240066701012.000,1.3 MILES NW of SH 73,9041,9.0,32.7,1983,6,14,65400.0,12.28125247,99.93132324,1.2,1.025,122.9155276,"29.947258, -93.949247",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.947258,-93.949247",
51850046106006.000,3.70 MI S OF SH 86,1873,38.0,32.7,1977,6,6,65400.0,12.28125247,87.41058634,1.371428571,1.025,122.8743099,"34.472786, -102.728319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.472786,-102.728319",
152470036609049.000,2.80 MI W OF SH 123,690,46.0,23.6,1949,N,7,47200.0,30.95334625,98.245921,1.25,1.0,122.8074013,"29.089711, -97.97805",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.089711,-97.978050",
152470036609050.000,3.90 MI W OF SH 123,690,46.0,23.6,1949,N,7,47200.0,30.95334625,98.245921,1.25,1.0,122.8074013,"29.081806, -97.994114",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.081806,-97.994114",
121020B66097097,0.5 MI N OF IH 10,29836,1.0,24.5,1975,7,19,49000.0,28.80782264,85.95101964,1.428571429,1.0,122.7871709,"29.777514, -95.186675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.777514,-95.186675",
121020B66097996,0.5 MI N OF IH 10,29836,1.0,24.5,1975,7,19,49000.0,28.80782264,85.95101964,1.428571429,1.0,122.7871709,"29.777514, -95.186675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.777514,-95.186675",
150150025304294.000,7.4 Mi N of LP 1604,44431,3.0,32.7,2021,7,14,65400.0,12.28125247,163.7004986,0.75,1.0,122.7753739,"29.710594, -98.448786",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.710594,-98.448786",
120200293802003.000,3.45 MI E OF SH 35,3326,10.0,24.5,1959,6,7,49000.0,28.80782264,95.81481811,1.25,1.025,122.7627357,"29.307325, -95.240728",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.307325,-95.240728",
120200293802004.000,5.31 MI E OF SH 35,3326,10.0,24.5,1959,6,7,49000.0,28.80782264,95.81481811,1.25,1.025,122.7627357,"29.289417, -95.217706",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.289417,-95.217706",
192250061003120.000,INT IH 30 & FM 1402,4890,14.0,31.7,1967,6,16,63400.0,13.99475969,95.80812487,1.25,1.025,122.75416,"33.180933, -94.963381",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.180933,-94.963381",
240220035802013.000,0.2 MI N OF US 67/90,4027,17.0,31.7,1953,6,16,63400.0,13.99475969,95.80672539,1.25,1.025,122.7523669,"30.361439, -103.662878",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.361439,-103.662878",
180570043001012.000,0.7 MI W OF LAWNVIEW,8588,6.0,29.0,1965,7,14,58000.0,19.04815867,98.15135201,1.25,1.0,122.68919,"32.766411, -96.730944",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.766411,-96.730944",
180570058101396.000,1.56 MI S OF IH 30,20805,6.0,32.7,1997,7,14,65400.0,12.28125247,153.3068746,0.8,1.0,122.6454997,"32.776375, -96.682825",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.776375,-96.682825",
91610083303049.000,0.60 MI SE OF FM 3051,11089,12.0,32.7,2002,7,16,65400.0,12.28125247,163.4241704,0.75,1.0,122.5681278,"31.601006, -97.193778",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.601006,-97.193778",
72000034402016.000,4.20 MI NW OF FM 2111,1092,29.0,23.6,1940,N,6,47200.0,30.95334625,98.02305691,1.25,1.0,122.5288211,"31.827819, -100.088958",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.827819,-100.088958",
201240078601006.000,1.5 MI N OF SH 105,4398,7.0,23.6,1980,N,6,47200.0,30.95334625,95.29297177,1.285714286,1.0,122.5195351,"30.15375, -94.194736",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.153750,-94.194736",
022200C05840001,0.40 MI N OF E PARK ROW,3307,10.0,24.5,1980,7,19,49000.0,28.80782264,95.26746948,1.285714286,1.0,122.4867465,"32.726397, -97.057117",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.726397,-97.057117",
241230000304097.000,2.15 MI E CULBERSON C/L,7605,62.0,40.8,1969,5,1,81600.0,1.97872,93.29862672,1.25,1.05,122.4544476,"31.065814, -104.144744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.065814,-104.144744",
102010039302020.000,5.10 MI NW OF SH 43,8861,9.0,32.7,1947,7,6,65400.0,12.28125247,97.94176034,1.25,1.0,122.4272004,"32.356958, -94.587547",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.356958,-94.587547",
41710006605006.000,2.4 Mi N of SH 354,6135,3.0,28.1,1933,6,2,56200.0,51.91272016,95.54536145,1.25,1.025,122.4174944,"35.723775, -101.964906",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.723775,-101.964906",
41710006605028.000,7.0 Mi N of SH 354,6135,3.0,28.1,1933,6,2,56200.0,51.91272016,95.54536145,1.25,1.025,122.4174944,"35.786908, -101.958256",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.786908,-101.958256",
120850038906077.000,1.0 MI N OF LOOP 197,10900,8.0,32.7,1985,7,14,65400.0,12.28125247,107.0925216,1.142857143,1.0,122.3914532,"29.421122, -94.961361",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.421122,-94.961361",
132410008906179.000,0.25 MI NE OF FM 1160,17959,24.0,40.8,1976,6,2,81600.0,1.97872,85.28599795,1.4,1.025,122.3854071,"29.121697, -96.401286",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.121697,-96.401286",
142460032003093.000,2.85 MI N OF BU 79,18978,7.0,32.7,2001,N,16,65400.0,12.28125247,163.1515266,0.75,1.0,122.3636449,"30.610933, -97.420872",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.610933,-97.420872",
032430B03990013,1.80 MI E OF KEMP BLVD,6630,5.0,24.5,1960,6,14,49000.0,28.80782264,95.49793206,1.25,1.025,122.3567255,"33.877278, -98.508164",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.877278,-98.508164",
032430B03990014,1.80 MI E OF KEMP BLVD,6630,5.0,24.5,1960,6,14,49000.0,28.80782264,95.49793206,1.25,1.025,122.3567255,"33.877278, -98.508161",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.877278,-98.508161",
41880016902028.000,2.6 Mi West JCT LP 335,13835,9.0,32.7,1997,7,14,65400.0,12.28125247,152.9200151,0.8,1.0,122.3360121,"35.221983, -101.788397",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.221983,-101.788397",
21270001901037.000,0.2 MI NE OF FM 731,21521,3.0,32.7,1971,7,14,65400.0,12.28125247,79.29145033,1.542857143,1.0,122.3353805,"32.522928, -97.345969",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.522928,-97.345969",
22200050402474.000,Chisho NB @ Overton Ridge,47710,1.0,32.7,2013,8,12,65400.0,35.04840624,167.2159462,0.75,0.975,122.2766606,"32.676683, -97.406642",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.676683,-97.406642",
